Value 1,Value 2,Value 3,Value 4
2256,-1363,8388607,-232233
320,-871,8388607,-232037
-1427,-382,8388607,-231875
-2877,198,8388607,-231944
-3779,713,8388607,-231599
-4001,1074,8388607,-231477
-3786,1339,8388607,-231417
-3142,1540,8388607,-231319
-1919,1534,8388607,-231142
-101,1306,8388607,-231223
1957,920,8388607,-230959
3872,434,8388607,-230885
5594,-159,8388607,-231028
7109,-746,8388607,-231344
8011,-1200,8388607,-231481
8265,-1543,8388607,-231662
8173,-1811,8388607,-231627
7641,-2024,8388607,-231577
6473,-2058,8388607,-231448
4527,-1802,8388607,-231700
2396,-1377,8388607,-231706
479,-904,8388607,-231729
-1272,-397,8388607,-232011
-2753,219,8388607,-232188
-3657,714,8388607,-232258
-3945,1082,8388607,-232314
-3779,1279,8388607,-232181
-3214,1420,8388607,-232035
-1967,1446,8388607,-231961
-149,1243,8388607,-231932
1959,858,8388607,-231782
3851,456,8388607,-231962
5579,-49,8388607,-232062
7041,-607,8388607,-232244
8012,-1124,8388607,-232036
8366,-1573,8388607,-231807
8245,-1849,8388607,-231786
7708,-2055,8388607,-231916
6503,-2095,8388607,-232040
4616,-1839,8388607,-232056
2483,-1407,8388607,-232200
492,-859,8388607,-232394
-1201,-336,8388607,-232336
-2677,231,8388607,-232367
-3642,736,8388607,-232281
-3957,1086,8388607,-232264
-3811,1348,8388607,-232199
-3261,1543,8388607,-232414
-2107,1534,8388607,-232604
-264,1268,8388607,-232434
1891,889,8388607,-231930
3834,455,8388607,-231609
5539,-35,8388607,-231386
7045,-616,8388607,-231390
8015,-1111,8388607,-231339
8308,-1538,8388607,-231622
8204,-1830,8388607,-231848
7715,-2041,8388607,-232131
6564,-2089,8388607,-232002
4788,-1951,8388607,-231985
2719,-1629,8388607,-231942
758,-1109,8388607,-232099
-967,-516,8388607,-232037
-2466,130,8388607,-231989
-3441,669,8388607,-231749
-3834,1073,8388607,-231709
-3594,1278,8388607,-231615
-3044,1427,8388607,-231567
-1917,1515,8388607,-231259
-116,1307,8388607,-231432
1981,901,8388607,-231566
3920,425,8388607,-231672
5635,-67,8388607,-231606
7153,-654,8388607,-231891
8183,-1181,8388607,-231982
8496,-1549,8388607,-232020
8459,-1831,8388607,-232233
7964,-2127,8388607,-232486
6844,-2214,8388607,-232385
5019,-1987,8388607,-232383
2858,-1576,8388607,-232158
893,-1151,8388607,-232324
-824,-662,8388607,-232341
-2355,-31,8388607,-232326
-3405,569,8388607,-232149
-3717,949,8388607,-231957
-3538,1161,8388607,-231682
-3018,1265,8388607,-231597
-1939,1309,8388607,-231466
-124,1112,8388607,-231406
1951,658,8388607,-231327
3874,191,8388607,-231606
5635,-281,8388607,-231794
7186,-806,8388607,-232061
8268,-1313,8388607,-232281
8773,-1774,8388607,-232477
8772,-2093,8388607,-232367
8360,-2342,8388607,-232432
7327,-2445,8388607,-232477
5609,-2344,8388607,-232548
3455,-1982,8388607,-232155
1454,-1496,8388607,-231840
-336,-984,8388607,-231716
-1917,-433,8388607,-231767
-2971,57,8388607,-231795
-3401,496,8388607,-231699
-3307,863,8388607,-231838
-2843,1167,8388607,-231813
-1756,1217,8388607,-231589
9,962,8388607,-231712
2114,459,8388607,-231852
4064,-39,8388607,-231912
5818,-454,8388607,-231782
7304,-977,8388607,-231772
8391,-1536,8388607,-231916
8854,-2001,8388607,-231912
8896,-2376,8388607,-231846
8410,-2591,8388607,-232194
7279,-2597,8388607,-232579
5499,-2406,8388607,-233119
3281,-1972,8388607,-233384
1248,-1471,8388607,-233126
-484,-989,8388607,-233066
-2055,-379,8388607,-232988
-3123,139,8388607,-232526
-3587,551,8388607,-232307
-3516,816,8388607,-231949
-3042,1056,8388607,-231580
-2070,1173,8388607,-231148
-308,1016,8388607,-231074
1848,766,8388607,-231032
3749,334,8388607,-231147
5521,-186,8388607,-231291
7051,-756,8388607,-231897
8024,-1336,8388607,-232016
8463,-1749,8388607,-232123
8449,-2001,8388607,-232117
7939,-2245,8388607,-232458
6852,-2233,8388607,-232563
5069,-2037,8388607,-232667
2880,-1686,8388607,-232762
864,-1227,8388607,-232954
-894,-742,8388607,-232866
-2449,-173,8388607,-232587
-3526,411,8388607,-232398
-3943,833,8388607,-232360
-3772,1074,8388607,-232279
-3361,1306,8388607,-232185
-2344,1399,8388607,-231932
-605,1205,8388607,-231883
1551,819,8388607,-231924
3542,395,8388607,-231981
5228,-35,8388607,-231824
6828,-606,8388607,-231807
7946,-1172,8388607,-231861
8418,-1592,8388607,-232043
8393,-1817,8388607,-231934
7960,-1974,8388607,-231714
6908,-2030,8388607,-231695
5073,-1833,8388607,-231939
2898,-1514,8388607,-232165
812,-1136,8388607,-232473
-1005,-611,8388607,-232506
-2566,64,8388607,-232529
-3640,738,8388607,-232189
-4073,1216,8388607,-231988
-3969,1518,8388607,-231728
-3500,1724,8388607,-231663
-2467,1901,8388607,-231261
-840,1766,8388607,-231095
1250,1379,8388607,-230998
3261,866,8388607,-231096
4998,281,8388607,-231012
6616,-346,8388607,-231074
7672,-873,8388607,-231095
8123,-1181,8388607,-231084
8171,-1480,8388607,-231021
7801,-1772,8388607,-231151
6808,-1941,8388607,-231358
5136,-1836,8388607,-231726
3035,-1541,8388607,-231905
1016,-1082,8388607,-231804
-780,-550,8388607,-231495
-2397,83,8388607,-231302
-3475,656,8388607,-230979
-3908,1097,8388607,-230801
-3876,1406,8388607,-230676
-3510,1659,8388607,-230799
-2502,1734,8388607,-230501
-844,1615,8388607,-230228
1248,1268,8388607,-229972
3238,784,8388607,-229911
5004,229,8388607,-229730
6616,-371,8388607,-229679
7764,-889,8388607,-229623
8297,-1327,8388607,-229750
8268,-1655,8388607,-229715
7904,-1857,8388607,-229982
6934,-2005,8388607,-229974
5227,-1858,8388607,-230111
3144,-1363,8388607,-230304
1132,-829,8388607,-230679
-653,-338,8388607,-230860
-2276,188,8388607,-231151
-3397,768,8388607,-231422
-3906,1173,8388607,-231422
-3868,1426,8388607,-231259
-3516,1649,8388607,-231104
-2586,1771,8388607,-230946
-937,1639,8388607,-231085
1051,1232,8388607,-230831
3014,731,8388607,-230758
4717,156,8388607,-230904
6189,-437,8388607,-231239
7218,-931,8388607,-231311
7669,-1412,8388607,-231542
7640,-1766,8388607,-231581
7255,-1992,8388607,-231819
6288,-2077,8388607,-232069
4608,-1913,8388607,-232136
2468,-1504,8388607,-232069
326,-979,8388607,-232262
-1429,-471,8388607,-232130
-2984,128,8388607,-232221
-4033,627,8388607,-232091
-4554,974,8388607,-232086
-4454,1134,8388607,-232145
-3888,1204,8388607,-231927
-2790,1271,8388607,-231694
-924,1029,8388607,-231659
1456,598,8388607,-231549
3806,-81,8388607,-231554
5963,-912,8388607,-231616
8134,-1825,8388607,-232038
9995,-2733,8388607,-232252
11470,-3642,8388607,-232234
12710,-4441,8388607,-232115
13538,-5243,8388607,-232231
13586,-5874,8388607,-232112
13003,-6308,8388607,-232234
11851,-6702,8388607,-232232
10417,-6699,8388607,-232194
9024,-6537,8388607,-232237
8034,-6373,8388607,-232299
7939,-6402,8388607,-232031
8590,-6305,8388607,-231771
9686,-6274,8388607,-231552
10939,-6101,8388607,-231458
12499,-5802,8388607,-231174
14936,-5547,8388607,-231103
17565,-5336,8388607,-231251
18341,-5150,8388607,-231397
18358,-5037,8388607,-231248
18586,-4924,8388607,-231294
18323,-4681,8388607,-231406
17761,-4511,8388607,-231426
16475,-4458,8388607,-231419
14463,-4228,8388607,-231562
11839,-3646,8388607,-231297
8664,-2689,8388607,-231353
5225,-1437,8388607,-231447
2016,-163,8388607,-231765
-956,1054,8388607,-232071
-3633,2264,8388607,-232286
-5527,3295,8388607,-232276
-6577,4088,8388607,-232184
-7127,4902,8388607,-231875
-7372,5660,8388607,-232083
-6864,5970,8388607,-231958
-5384,5591,8388607,-231690
-3183,4788,8388607,-231388
-960,4022,8388607,-231262
1045,3367,8388607,-231068
3014,2519,8388607,-230841
4573,1699,8388607,-230829
5526,920,8388607,-230917
5923,309,8388607,-231039
5954,-147,8388607,-231194
5380,-444,8388607,-231098
4120,-473,8388607,-231162
2329,-309,8388607,-231211
468,-169,8388607,-231510
-1265,110,8388607,-231509
-2821,683,8388607,-231558
-3967,1201,8388607,-231649
-4495,1656,8388607,-231464
-4444,1892,8388607,-231339
-4201,2024,8388607,-231116
-3472,2159,8388607,-230767
-2037,2066,8388607,-230742
-82,1746,8388607,-230561
1948,1386,8388607,-230916
3839,879,8388607,-230922
5623,254,8388607,-230886
6928,-289,8388607,-230768
7571,-732,8388607,-230784
7652,-1039,8388607,-230802
7433,-1282,8388607,-230734
6699,-1481,8388607,-230678
5135,-1396,8388607,-230725
3060,-1067,8388607,-230582
991,-611,8388607,-230540
-784,-143,8388607,-230577
-2481,363,8388607,-230839
-3796,913,8388607,-231116
-4393,1337,8388607,-231379
-4446,1681,8388607,-231146
-4099,1946,8388607,-231110
-3242,2041,8388607,-231147
-1681,1906,8388607,-231282
358,1526,8388607,-231265
2400,1107,8388607,-231274
4196,676,8388607,-231135
5883,106,8388607,-231492
7137,-485,8388607,-231752
7819,-1019,8388607,-232106
7975,-1361,8388607,-232097
7738,-1689,8388607,-232064
6946,-1831,8388607,-232102
5470,-1704,8388607,-232082
3378,-1342,8388607,-231821
1279,-871,8388607,-231966
-499,-446,8388607,-231924
-2134,78,8388607,-231839
-3428,669,8388607,-231793
-4081,1138,8388607,-232027
-4179,1433,8388607,-232076
-3852,1644,8388607,-232172
-2988,1797,8388607,-231929
-1524,1739,8388607,-231954
511,1418,8388607,-231766
2606,943,8388607,-231700
4408,468,8388607,-231602
6038,-45,8388607,-231887
7373,-659,8388607,-231847
8086,-1167,8388607,-231647
8207,-1547,8388607,-231488
7960,-1826,8388607,-231461
7169,-1947,8388607,-231671
5724,-1842,8388607,-231987
3687,-1528,8388607,-232152
1536,-1068,8388607,-232374
-230,-657,8388607,-232473
-1873,-138,8388607,-232379
-3200,484,8388607,-232234
-3862,994,8388607,-232124
-3937,1319,8388607,-231726
-3637,1551,8388607,-231603
-2838,1685,8388607,-231713
-1405,1574,8388607,-231778
576,1281,8388607,-231854
2649,812,8388607,-232189
4424,321,8388607,-232198
6145,-228,8388607,-232055
7471,-772,8388607,-231889
8213,-1146,8388607,-231867
8336,-1517,8388607,-231737
8100,-1854,8388607,-231652
7369,-2032,8388607,-231266
5949,-1972,8388607,-231071
3948,-1649,8388607,-231144
1841,-1190,8388607,-231532
-37,-634,8388607,-231746
-1697,-19,8388607,-231609
-3022,495,8388607,-231231
-3753,938,8388607,-230925
-3804,1271,8388607,-230828
-3512,1511,8388607,-230949
-2752,1628,8388607,-231066
-1321,1464,8388607,-231178
711,1133,8388607,-231041
2772,743,8388607,-231092
4551,309,8388607,-230878
6264,-209,8388607,-230976
7629,-725,8388607,-231169
8357,-1221,8388607,-231398
8485,-1625,8388607,-231414
8257,-1866,8388607,-231493
7531,-2039,8388607,-231826
6122,-2019,8388607,-231944
4103,-1697,8388607,-231914
1993,-1208,8388607,-231793
146,-692,8388607,-231517
-1494,-132,8388607,-231386
-2814,379,8388607,-231592
-3522,869,8388607,-231824
-3671,1198,8388607,-231731
-3404,1358,8388607,-231449
-2660,1407,8388607,-231129
-1229,1382,8388607,-230993
718,1149,8388607,-230876
2818,765,8388607,-230851
4636,353,8388607,-230785
6300,-159,8388607,-231012
7662,-781,8388607,-231161
8472,-1292,8388607,-231227
8663,-1712,8388607,-231173
8506,-2071,8388607,-231201
7789,-2237,8388607,-231026
6433,-2184,8388607,-231083
4343,-1897,8388607,-230862
2157,-1462,8388607,-230561
342,-950,8388607,-230433
-1303,-382,8388607,-230637
-2666,236,8388607,-230658
-3448,743,8388607,-230957
-3576,1170,8388607,-231371
-3332,1391,8388607,-231375
-2596,1381,8388607,-231193
-1216,1299,8388607,-231309
689,1030,8388607,-231561
2766,565,8388607,-231940
4661,103,8388607,-232114
6372,-396,8388607,-232394
7730,-947,8388607,-232312
8473,-1448,8388607,-232195
8674,-1792,8388607,-232217
8478,-2074,8388607,-232203
7807,-2270,8388607,-232142
6421,-2134,8388607,-232370
4407,-1859,8388607,-232392
2271,-1452,8388607,-232570
381,-1009,8388607,-232506
-1331,-519,8388607,-232804
-2677,-35,8388607,-232881
-3436,523,8388607,-232675
-3567,939,8388607,-232247
-3363,1114,8388607,-232026
-2690,1231,8388607,-231744
-1352,1238,8388607,-231696
561,980,8388607,-231652
2707,518,8388607,-231832
4563,16,8388607,-231994
6209,-475,8388607,-232276
7663,-1077,8388607,-232131
8472,-1564,8388607,-231888
8658,-1895,8388607,-231599
8479,-2149,8388607,-231340
7791,-2369,8388607,-231045
6422,-2356,8388607,-231131
4444,-2071,8388607,-231191
2276,-1589,8388607,-231311
376,-1102,8388607,-231327
-1296,-560,8388607,-231221
-2723,28,8388607,-230975
-3564,532,8388607,-230991
-3699,885,8388607,-231094
-3474,1141,8388607,-230797
-2856,1303,8388607,-230600
-1553,1207,8388607,-230731
398,888,8388607,-230837
2484,468,8388607,-231219
4312,26,8388607,-231191
6038,-496,8388607,-231207
7461,-1103,8388607,-231239
8286,-1643,8388607,-231472
8513,-2032,8388607,-231546
8312,-2229,8388607,-231676
7670,-2379,8388607,-231607
6426,-2414,8388607,-231831
4469,-2189,8388607,-232119
2272,-1752,8388607,-232171
388,-1239,8388607,-232146
-1274,-626,8388607,-232310
-2669,35,8388607,-232332
-3530,546,8388607,-232207
-3802,934,8388607,-232076
-3595,1169,8388607,-232085
-3046,1359,8388607,-231908
-1981,1368,8388607,-231699
-157,1019,8388607,-231365
1991,517,8388607,-231421
3981,25,8388607,-231562
5756,-449,8388607,-231861
7169,-1038,8388607,-232216
8058,-1628,8388607,-232597
8284,-2105,8388607,-232881
8117,-2367,8388607,-233051
7529,-2223,8388607,-233016
6248,-2232,8388607,-233064
4273,-1996,8388607,-233179
2061,-1577,8388607,-233449
173,-1044,8388607,-233616
-1537,-521,8388607,-233844
-3026,21,8388607,-233602
-3906,526,8388607,-233532
-4131,916,8388607,-233231
-3943,1206,8388607,-233001
-3297,1372,8388607,-232810
-2064,1361,8388607,-232898
-162,1082,8388607,-232657
1954,679,8388607,-232334
3934,249,8388607,-232036
5614,-273,8388607,-231982
7053,-851,8388607,-231814
7893,-1286,8388607,-232041
8073,-1656,8388607,-232306
7906,-1912,8388607,-232496
7347,-2146,8388607,-232802
6186,-2200,8388607,-233089
4261,-1955,8388607,-233153
2111,-1512,8388607,-233331
171,-980,8388607,-233131
-1573,-446,8388607,-233047
-3006,144,8388607,-232839
-3950,633,8388607,-232531
-4187,991,8388607,-232329
-3952,1239,8388607,-232238
-3319,1476,8388607,-231914
-2102,1519,8388607,-231943
-223,1255,8388607,-232169
1876,861,8388607,-232359
3744,411,8388607,-232134
5411,-124,8388607,-231892
6919,-730,8388607,-231491
7796,-1247,8388607,-231539
8111,-1578,8388607,-231736
8022,-1827,8388607,-231863
7483,-2064,8388607,-231945
6300,-2044,8388607,-232020
4443,-1784,8388607,-231883
2364,-1394,8388607,-231924
403,-910,8388607,-231848
-1291,-371,8388607,-231745
-2688,222,8388607,-231541
-3572,692,8388607,-231622
-3841,1029,8388607,-231509
-3632,1286,8388607,-231347
-3114,1536,8388607,-230854
-1865,1566,8388607,-230591
34,1279,8388607,-230572
2191,819,8388607,-230779
4122,390,8388607,-230723
5812,-92,8388607,-230726
7325,-685,8388607,-230795
8266,-1162,8388607,-231096
8658,-1568,8388607,-231279
8534,-1821,8388607,-231209
7956,-2008,8388607,-231123
6800,-2043,8388607,-231289
4891,-1863,8388607,-231045
2669,-1444,8388607,-231084
789,-981,8388607,-231217
-878,-470,8388607,-231414
-2353,84,8388607,-231459
-3287,642,8388607,-231636
-3581,1061,8388607,-231837
-3463,1324,8388607,-231819
-2866,1569,8388607,-231596
-1652,1603,8388607,-231478
167,1414,8388607,-231294
2261,1018,8388607,-230962
4219,463,8388607,-231027
6005,-43,8388607,-231117
7494,-612,8388607,-231186
8446,-1160,8388607,-231472
8788,-1605,8388607,-231484
8711,-1896,8388607,-231699
8100,-2046,8388607,-231898
6914,-1954,8388607,-231967
5105,-1764,8388607,-231892
2965,-1419,8388607,-231969
958,-959,8388607,-232069
-809,-424,8388607,-232303
-2292,228,8388607,-232279
-3202,752,8388607,-232384
-3530,1116,8388607,-232198
-3386,1406,8388607,-232142
-2885,1673,8388607,-231953
-1718,1634,8388607,-232011
96,1403,8388607,-232100
2237,1044,8388607,-232081
4139,540,8388607,-231939
5793,54,8388607,-232026
7310,-519,8388607,-232161
8272,-1010,8388607,-232447
8609,-1411,8388607,-232515
8508,-1699,8388607,-232614
8044,-1902,8388607,-232622
6910,-1951,8388607,-232751
5053,-1774,8388607,-232742
2883,-1349,8388607,-232778
992,-849,8388607,-232804
-704,-376,8388607,-232841
-2252,280,8388607,-232837
-3278,854,8388607,-232908
-3588,1241,8388607,-232791
-3462,1459,8388607,-232560
-2963,1601,8388607,-232046
-1799,1649,8388607,-231990
18,1416,8388607,-232154
2071,988,8388607,-232157
3948,603,8388607,-231996
5700,141,8388607,-231994
7238,-461,8388607,-231966
8249,-964,8388607,-232014
8601,-1372,8388607,-232025
8498,-1662,8388607,-232100
8075,-1939,8388607,-232070
7008,-2019,8388607,-232282
5183,-1742,8388607,-232486
3079,-1367,8388607,-232801
1090,-941,8388607,-232868
-702,-490,8388607,-233065
-2294,104,8388607,-232909
-3276,639,8388607,-233019
-3539,976,8388607,-233023
-3385,1268,8388607,-232976
-2831,1467,8388607,-232676
-1773,1591,8388607,-232470
-31,1402,8388607,-232102
2006,1019,8388607,-232027
3936,650,8388607,-231831
5731,274,8388607,-231991
7276,-318,8388607,-231936
8359,-989,8388607,-232102
8741,-1510,8388607,-232081
8619,-1798,8388607,-232288
8208,-1991,8388607,-232105
7159,-2039,8388607,-232046
5357,-1784,8388607,-231976
3210,-1351,8388607,-231826
1251,-891,8388607,-231506
-433,-560,8388607,-231382
-1976,-4,8388607,-231176
-3066,632,8388607,-231014
-3432,1012,8388607,-230791
-3270,1267,8388607,-230983
-2847,1499,8388607,-230918
-1742,1589,8388607,-230746
-13,1434,8388607,-230876
2056,1058,8388607,-230912
4107,582,8388607,-230575
5959,8,8388607,-230621
7471,-574,8388607,-230755
8441,-1104,8388607,-231029
8821,-1543,8388607,-231011
8711,-1842,8388607,-231204
8123,-2045,8388607,-231260
6964,-2101,8388607,-231629
5329,-1892,8388607,-231704
3263,-1459,8388607,-231834
1322,-984,8388607,-231723
-461,-536,8388607,-231760
-2030,59,8388607,-231600
-3071,603,8388607,-231509
-3439,964,8388607,-231467
-3354,1247,8388607,-231698
-2936,1452,8388607,-231397
-1916,1489,8388607,-231081
-179,1323,8388607,-230869
1933,993,8388607,-231166
3944,526,8388607,-231331
5736,45,8388607,-231516
7243,-539,8388607,-231704
8354,-1057,8388607,-231831
8836,-1432,8388607,-231661
8747,-1757,8388607,-231741
8351,-2011,8388607,-231819
7318,-2091,8388607,-231698
5564,-1894,8388607,-231929
3396,-1544,8388607,-232073
1429,-1102,8388607,-232001
-347,-635,8388607,-232499
-1929,-77,8388607,-232692
-2994,464,8388607,-232720
-3416,873,8388607,-232719
-3357,1161,8388607,-232609
-2904,1442,8388607,-232138
-1805,1501,8388607,-231946
-173,1284,8388607,-231833
1880,935,8388607,-231797
3832,514,8388607,-231656
5648,1,8388607,-231912
7253,-570,8388607,-232002
8364,-1126,8388607,-232333
8828,-1531,8388607,-232449
8685,-1788,8388607,-232371
8237,-2041,8388607,-232443
7259,-2142,8388607,-232481
5568,-1929,8388607,-232539
3477,-1547,8388607,-232701
1508,-1061,8388607,-232747
-251,-557,8388607,-232798
-1866,8,8388607,-232908
-2922,582,8388607,-232961
-3362,984,8388607,-232923
-3279,1203,8388607,-232951
-2887,1480,8388607,-232382
-1924,1636,8388607,-231926
-259,1439,8388607,-231652
1829,1060,8388607,-231736
3819,600,8388607,-231807
5543,73,8388607,-231969
7129,-559,8388607,-231907
8224,-1085,8388607,-231894
8719,-1531,8388607,-231762
8686,-1844,8388607,-231839
8324,-2056,8388607,-231676
7344,-2107,8388607,-231741
5669,-1914,8388607,-231675
3518,-1537,8388607,-231717
1483,-1101,8388607,-231594
-291,-627,8388607,-231569
-1944,-28,8388607,-231357
-3049,498,8388607,-231416
-3599,1004,8388607,-231465
-3540,1328,8388607,-231724
-3097,1506,8388607,-231812
-2071,1588,8388607,-231966
-418,1398,8388607,-231987
1589,1027,8388607,-232084
3630,646,8388607,-231739
5346,131,8388607,-231318
6944,-487,8388607,-231059
8074,-1012,8388607,-231424
8607,-1462,8388607,-231679
8671,-1806,8388607,-232003
8306,-2076,8388607,-232262
7329,-2142,8388607,-232604
5634,-1924,8388607,-232796
3523,-1576,8388607,-232969
1433,-1048,8388607,-232678
-363,-498,8388607,-232520
-1922,16,8388607,-232723
-3079,524,8388607,-232786
-3646,1044,8388607,-232701
-3567,1289,8388607,-232939
-3219,1511,8388607,-232867
-2265,1560,8388607,-232856
-609,1369,8388607,-232822
1471,1051,8388607,-233194
3446,613,8388607,-233345
5236,122,8388607,-233195
6826,-408,8388607,-232934
7993,-939,8388607,-232754
8525,-1412,8388607,-232721
8547,-1749,8388607,-232749
8168,-1980,8388607,-232657
7230,-2026,8388607,-232936
5591,-1857,8388607,-233119
3466,-1442,8388607,-233382
1404,-1044,8388607,-233343
-406,-606,8388607,-233115
-2033,-135,8388607,-232886
-3221,383,8388607,-232764
-3815,907,8388607,-232282
-3785,1224,8388607,-232236
-3355,1469,8388607,-231874
-2393,1605,8388607,-231567
-832,1463,8388607,-231173
1223,1109,8388607,-231152
3210,663,8388607,-231160
4988,205,8388607,-231426
6674,-352,8388607,-231513
7866,-969,8388607,-231768
8426,-1465,8388607,-231869
8429,-1747,8388607,-231828
8132,-1897,8388607,-231750
7203,-1919,8388607,-231850
5604,-1812,8388607,-232102
3508,-1481,8388607,-232421
1435,-1069,8388607,-232437
-328,-616,8388607,-232291
-1923,-92,8388607,-232019
-3156,435,8388607,-232146
-3747,875,8388607,-231935
-3641,1273,8388607,-231925
-3315,1535,8388607,-231872
-2445,1647,8388607,-231799
-874,1495,8388607,-231948
1225,1146,8388607,-232330
3272,674,8388607,-232416
5076,168,8388607,-232452
6682,-386,8388607,-232610
7854,-923,8388607,-232809
8459,-1406,8388607,-232737
8558,-1744,8388607,-232736
8234,-1962,8388607,-232661
7354,-2070,8388607,-232628
5792,-1951,8388607,-232516
3704,-1625,8388607,-232650
1565,-1148,8388607,-232736
-299,-632,8388607,-232915
-1889,-73,8388607,-232888
-3109,510,8388607,-232797
-3646,966,8388607,-232641
-3630,1317,8388607,-232597
-3370,1558,8388607,-231939
-2514,1653,8388607,-231564
-966,1468,8388607,-231631
1109,1078,8388607,-231546
3137,669,8388607,-231414
4905,237,8388607,-231597
6551,-329,8388607,-231514
7814,-924,8388607,-231386
8434,-1380,8388607,-231289
8453,-1669,8388607,-231446
8146,-1874,8388607,-231486
7329,-2034,8388607,-231628
5798,-1961,8388607,-231418
3676,-1659,8388607,-231477
1632,-1316,8388607,-231624
-151,-814,8388607,-231590
-1786,-54,8388607,-231421
-3007,483,8388607,-231492
-3659,923,8388607,-231569
-3687,1238,8388607,-231676
-3354,1486,8388607,-231465
-2471,1586,8388607,-231464
-819,1461,8388607,-231191
1235,1144,8388607,-231242
3192,729,8388607,-231266
4966,248,8388607,-231398
6588,-331,8388607,-231336
7732,-844,8388607,-231446
8314,-1334,8388607,-231528
8393,-1716,8388607,-231528
8198,-1959,8388607,-231619
7355,-2065,8388607,-232045
5860,-1890,8388607,-232114
3808,-1527,8388607,-232214
1754,-1094,8388607,-232284
-61,-697,8388607,-232467
-1651,-191,8388607,-232581
-2917,403,8388607,-232473
-3603,891,8388607,-232189
-3711,1217,8388607,-232154
-3424,1478,8388607,-231760
-2584,1648,8388607,-231749
-1037,1572,8388607,-231634
978,1244,8388607,-231379
3006,723,8388607,-231112
4852,264,8388607,-231006
6532,-288,8388607,-230867
7819,-802,8388607,-231024
8469,-1205,8388607,-231310
8551,-1660,8388607,-231418
8344,-2027,8388607,-231544
7526,-2199,8388607,-231882
6099,-2012,8388607,-231760
4023,-1621,8388607,-231476
1859,-1139,8388607,-231070
19,-701,8388607,-231131
-1639,-180,8388607,-231320
-2944,428,8388607,-231518
-3675,964,8388607,-231480
-3701,1265,8388607,-231556
-3345,1473,8388607,-231451
-2610,1636,8388607,-231303
-1147,1538,8388607,-231129
911,1218,8388607,-231174
2928,806,8388607,-231113
4696,326,8388607,-231056
6406,-284,8388607,-231102
7734,-867,8388607,-231480
8473,-1377,8388607,-231546
8541,-1707,8388607,-231655
8244,-1892,8388607,-231866
7501,-2038,8388607,-231946
6020,-1966,8388607,-231931
4014,-1630,8388607,-231919
1935,-1211,8388607,-231696
61,-717,8388607,-231789
-1682,-164,8388607,-231952
-3002,391,8388607,-232166
-3656,868,8388607,-232016
-3693,1239,8388607,-231847
-3424,1459,8388607,-231535
-2669,1599,8388607,-231465
-1231,1443,8388607,-231179
807,1114,8388607,-231081
2825,745,8388607,-231432
4689,217,8388607,-231831
6373,-368,8388607,-231817
7664,-877,8388607,-231896
8369,-1336,8388607,-231852
8506,-1694,8388607,-231791
8249,-1926,8388607,-231451
7464,-2023,8388607,-231542
6050,-1927,8388607,-231456
4087,-1654,8388607,-231582
1943,-1249,8388607,-231652
99,-822,8388607,-231874
-1579,-279,8388607,-231852
-2916,311,8388607,-231927
-3586,806,8388607,-231617
-3749,1163,8388607,-231308
-3482,1365,8388607,-230849
-2722,1518,8388607,-230827
-1311,1462,8388607,-230669
696,1099,8388607,-230759
2813,754,8388607,-230915
4626,339,8388607,-231279
6286,-184,8388607,-231376
7674,-818,8388607,-231339
8411,-1287,8388607,-231044
8563,-1619,8388607,-230840
8411,-1877,8388607,-230576
7626,-2056,8388607,-230666
6156,-2063,8388607,-231226
4174,-1797,8388607,-231399
2083,-1266,8388607,-231222
226,-812,8388607,-231354
-1512,-326,8388607,-231280
-2942,281,8388607,-231294
-3666,812,8388607,-231157
-3755,1213,8388607,-231084
-3514,1450,8388607,-231031
-2833,1608,8388607,-231089
-1424,1589,8388607,-231079
589,1222,8388607,-231090
2626,763,8388607,-230969
4452,311,8388607,-231049
6121,-199,8388607,-230831
7509,-731,8388607,-231031
8319,-1284,8388607,-231456
8457,-1667,8388607,-231918
8281,-1779,8388607,-232321
7584,-1864,8388607,-232623
6230,-1842,8388607,-232905
4266,-1631,8388607,-233153
2096,-1225,8388607,-233273
223,-798,8388607,-233238
-1411,-299,8388607,-232918
-2843,325,8388607,-232836
-3647,846,8388607,-232608
-3774,1251,8388607,-232536
-3576,1501,8388607,-232326
-2841,1661,8388607,-231963
-1462,1568,8388607,-231417
517,1253,8388607,-231318
2655,858,8388607,-231481
4436,404,8388607,-231686
6163,-151,8388607,-231848
7503,-728,8388607,-232036
8294,-1216,8388607,-232102
8486,-1561,8388607,-232426
8258,-1804,8388607,-232536
7555,-2026,8388607,-232563
6219,-2039,8388607,-232626
4228,-1795,8388607,-232560
2089,-1234,8388607,-232479
243,-721,8388607,-232665
-1464,-261,8388607,-232546
-2841,230,8388607,-232616
-3669,771,8388607,-232521
-3831,1182,8388607,-232311
-3579,1489,8388607,-232127
-2892,1699,8388607,-232040
-1561,1635,8388607,-231643
344,1286,8388607,-231723
2341,844,8388607,-231611
4243,363,8388607,-231685
6028,-139,8388607,-231684
7387,-672,8388607,-231566
8196,-1161,8388607,-231491
8434,-1599,8388607,-231619
8247,-1934,8388607,-231699
7609,-2058,8388607,-231997
6311,-2000,8388607,-232087
4261,-1701,8388607,-232144
2091,-1242,8388607,-232144
221,-741,8388607,-232139
-1466,-203,8388607,-231903
-2892,341,8388607,-231916
-3717,780,8388607,-231717
-3880,1171,8388607,-231675
