Value 1,Value 2,Value 3,Value 4
-3892,1591,8388607,-231752
-3256,1695,8388607,-231489
-1917,1647,8388607,-231513
14,1405,8388607,-231302
2204,934,8388607,-231141
4197,401,8388607,-231089
5929,-129,8388607,-231167
7396,-787,8388607,-231192
8254,-1362,8388607,-231298
8483,-1822,8388607,-231269
8304,-2095,8388607,-231368
7611,-2297,8388607,-231606
6264,-2271,8388607,-231947
4271,-1917,8388607,-232051
2126,-1467,8388607,-232054
158,-974,8388607,-231926
-1686,-367,8388607,-232116
-3159,217,8388607,-232157
-4000,734,8388607,-231901
-4118,1112,8388607,-231643
-3827,1379,8388607,-231627
-3149,1514,8388607,-231777
-1737,1456,8388607,-232164
318,1139,8388607,-232310
2446,644,8388607,-232662
4279,182,8388607,-232805
5956,-336,8388607,-233004
7369,-906,8388607,-232972
8159,-1448,8388607,-232794
8298,-1822,8388607,-232655
8088,-2066,8388607,-232642
7430,-2249,8388607,-232636
6149,-2209,8388607,-232636
4076,-1904,8388607,-232705
1860,-1477,8388607,-232605
-41,-996,8388607,-232339
-1755,-436,8388607,-232306
-3210,236,8388607,-231947
-4067,789,8388607,-231704
-4207,1208,8388607,-231623
-3948,1455,8388607,-231572
-3283,1611,8388607,-231562
-2004,1659,8388607,-231527
-139,1417,8388607,-231494
1893,960,8388607,-231667
3702,481,8388607,-231516
5331,-45,8388607,-231697
6719,-623,8388607,-231944
7551,-1101,8388607,-232245
7794,-1495,8388607,-232417
7553,-1738,8388607,-232638
6889,-1931,8388607,-232789
5596,-1901,8388607,-233001
3717,-1620,8388607,-232904
1626,-1190,8388607,-232901
-254,-689,8388607,-232778
-1910,-144,8388607,-232754
-3332,429,8388607,-232528
-4156,963,8388607,-232707
-4442,1356,8388607,-232597
-4241,1599,8388607,-232317
-3631,1761,8388607,-232137
-2331,1759,8388607,-231958
-359,1529,8388607,-231837
1841,1099,8388607,-232045
3643,656,8388607,-232037
5278,153,8388607,-232097
6675,-418,8388607,-231926
7427,-927,8388607,-231992
7594,-1294,8388607,-231922
7443,-1584,8388607,-232085
6902,-1749,8388607,-232044
5748,-1645,8388607,-232154
3814,-1241,8388607,-232227
1619,-752,8388607,-232409
-343,-280,8388607,-232409
-2072,248,8388607,-232671
-3495,863,8388607,-232827
-4314,1409,8388607,-232726
-4535,1758,8388607,-232574
-4332,1932,8388607,-232696
-3706,1961,8388607,-232786
-2462,1953,8388607,-232831
-603,1832,8388607,-232499
1523,1460,8388607,-232551
3422,1006,8388607,-232472
5091,463,8388607,-232530
6498,-143,8388607,-232510
7468,-694,8388607,-232391
7763,-1114,8388607,-232094
7613,-1375,8388607,-231751
7110,-1599,8388607,-231747
5898,-1584,8388607,-231959
3913,-1347,8388607,-232101
1736,-924,8388607,-232332
-211,-422,8388607,-232515
-1889,133,8388607,-232764
-3309,719,8388607,-232693
-4266,1196,8388607,-232612
-4511,1514,8388607,-232497
-4339,1680,8388607,-232494
-3779,1865,8388607,-232179
-2510,1865,8388607,-232263
-647,1756,8388607,-232149
1415,1370,8388607,-232252
3349,859,8388607,-232266
5070,329,8388607,-232511
6516,-252,8388607,-232421
7473,-761,8388607,-232469
7751,-1119,8388607,-232669
7614,-1387,8388607,-232796
7123,-1614,8388607,-232657
5900,-1669,8388607,-232987
4017,-1401,8388607,-233264
1948,-1001,8388607,-233116
45,-531,8388607,-232773
-1728,18,8388607,-232414
-3228,618,8388607,-232045
-4257,1196,8388607,-232001
-4549,1618,8388607,-231848
-4334,1799,8388607,-231630
-3862,1916,8388607,-231553
-2807,1822,8388607,-231501
-1062,1584,8388607,-231304
948,1180,8388607,-231076
2797,654,8388607,-231042
4444,114,8388607,-231365
5924,-449,8388607,-231441
6909,-910,8388607,-231489
7155,-1262,8388607,-231283
6983,-1546,8388607,-230964
6393,-1727,8388607,-230994
5183,-1763,8388607,-231336
3359,-1522,8388607,-231422
1368,-1126,8388607,-231512
-468,-689,8388607,-231672
-2169,-279,8388607,-231794
-3575,206,8388607,-231785
-4351,709,8388607,-231992
-4371,1032,8388607,-232046
-3849,1154,8388607,-232073
-2934,1107,8388607,-231979
-1423,849,8388607,-232099
898,301,8388607,-232159
3647,-433,8388607,-232121
6308,-1304,8388607,-231914
9313,-2289,8388607,-231954
12018,-3376,8388607,-232026
13969,-4374,8388607,-231981
15281,-5306,8388607,-231947
16109,-6212,8388607,-231943
16388,-6914,8388607,-231907
15704,-7331,8388607,-232241
14403,-7458,8388607,-232157
13222,-7484,8388607,-232133
12385,-7401,8388607,-232171
11741,-7244,8388607,-232360
11156,-6775,8388607,-232299
10828,-6161,8388607,-232061
11332,-5356,8388607,-231737
12518,-4584,8388607,-231967
12288,-3691,8388607,-231973
11409,-2949,8388607,-231729
11485,-2485,8388607,-231542
11966,-2161,8388607,-231493
12662,-1994,8388607,-231669
13285,-2202,8388607,-231754
13323,-2493,8388607,-231557
12611,-2272,8388607,-231636
11461,-1868,8388607,-231642
9915,-1312,8388607,-232046
8374,-888,8388607,-232317
6276,-278,8388607,-232361
3439,544,8388607,-232100
511,1470,8388607,-232177
-2133,2349,8388607,-232006
-4532,3368,8388607,-231806
-6692,4478,8388607,-231599
-8247,5228,8388607,-231491
-8779,5416,8388607,-231580
-8381,5216,8388607,-231657
-7678,5092,8388607,-231594
-6337,4919,8388607,-231752
-4252,4446,8388607,-231746
-1734,3733,8388607,-231929
583,3059,8388607,-231823
2555,2348,8388607,-231762
4393,1450,8388607,-231709
5693,681,8388607,-232015
6326,151,8388607,-232236
6454,-231,8388607,-232294
6308,-604,8388607,-232194
5404,-829,8388607,-232177
3646,-799,8388607,-231987
1548,-535,8388607,-231956
-416,-104,8388607,-232079
-2200,345,8388607,-232394
-3776,929,8388607,-232569
-4836,1461,8388607,-232481
-5241,1814,8388607,-232391
-5121,2061,8388607,-232353
-4626,2276,8388607,-232307
-3451,2309,8388607,-232268
-1650,2121,8388607,-232246
501,1784,8388607,-232227
2489,1388,8388607,-232022
4276,871,8388607,-231869
5847,268,8388607,-231834
6893,-237,8388607,-231818
7322,-677,8388607,-231721
7284,-966,8388607,-231467
6893,-1215,8388607,-231357
5829,-1341,8388607,-231620
4041,-1135,8388607,-231690
1858,-764,8388607,-231707
-257,-314,8388607,-231864
-1963,178,8388607,-232172
-3474,742,8388607,-232199
-4563,1365,8388607,-232335
-4932,1823,8388607,-232391
-4774,2051,8388607,-232386
-4285,2238,8388607,-232074
-3203,2286,8388607,-231885
-1472,2121,8388607,-231812
679,1765,8388607,-231889
2754,1293,8388607,-231770
4579,711,8388607,-231758
6127,107,8388607,-231654
7118,-437,8388607,-231505
7555,-882,8388607,-231131
7420,-1175,8388607,-231083
6907,-1438,8388607,-231273
5870,-1472,8388607,-231508
4140,-1269,8388607,-231504
2131,-932,8388607,-231601
179,-471,8388607,-231366
-1604,49,8388607,-231231
-3176,627,8388607,-230928
-4237,1145,8388607,-231033
-4600,1556,8388607,-231035
-4502,1825,8388607,-230884
-3988,1960,8388607,-230450
-2879,1981,8388607,-230345
-1195,1853,8388607,-230199
835,1514,8388607,-229978
2785,1013,8388607,-229992
4566,501,8388607,-230242
6164,-43,8388607,-230214
7244,-500,8388607,-230477
7693,-874,8388607,-230467
7680,-1186,8388607,-230569
7282,-1481,8388607,-230614
6269,-1580,8388607,-230916
4578,-1412,8388607,-230952
2504,-1047,8388607,-230994
520,-582,8388607,-231091
-1281,-110,8388607,-231415
-2855,445,8388607,-231459
-3954,984,8388607,-231529
-4402,1382,8388607,-231474
-4309,1687,8388607,-231526
-3896,1884,8388607,-231319
-2867,1966,8388607,-231416
-1170,1746,8388607,-231546
946,1399,8388607,-231623
2904,904,8388607,-231661
4629,508,8388607,-231901
6201,0,8388607,-231681
7360,-632,8388607,-231847
7845,-1072,8388607,-232131
7828,-1404,8388607,-232011
7501,-1677,8388607,-232034
6467,-1741,8388607,-232332
4756,-1589,8388607,-232261
2597,-1197,8388607,-232400
578,-738,8388607,-232189
-1131,-274,8388607,-232141
-2711,298,8388607,-232140
-3857,849,8388607,-231907
-4353,1343,8388607,-231650
-4246,1618,8388607,-231667
-3789,1807,8388607,-231647
-2792,1897,8388607,-231532
-1137,1786,8388607,-231366
966,1399,8388607,-231221
2977,901,8388607,-231219
4721,379,8388607,-231371
6298,-192,8388607,-231401
7455,-727,8388607,-231402
8006,-1155,8388607,-231322
7953,-1455,8388607,-231806
7564,-1741,8388607,-231756
6636,-1892,8388607,-231775
5036,-1693,8388607,-231574
2904,-1296,8388607,-231466
799,-813,8388607,-231251
-992,-400,8388607,-231361
-2590,160,8388607,-231411
-3747,772,8388607,-231377
-4279,1243,8388607,-231332
-4209,1578,8388607,-231343
-3804,1767,8388607,-231084
-2808,1776,8388607,-231032
-1149,1614,8388607,-231079
970,1268,8388607,-231317
2951,806,8388607,-231284
4709,307,8388607,-231446
6319,-272,8388607,-231417
7472,-854,8388607,-231526
8043,-1281,8388607,-231521
8076,-1539,8388607,-231789
7741,-1734,8388607,-231847
6753,-1835,8388607,-231869
5133,-1742,8388607,-231960
3038,-1370,8388607,-232131
993,-904,8388607,-232272
-821,-419,8388607,-232500
-2441,128,8388607,-232600
-3636,678,8388607,-232559
-4165,1146,8388607,-232444
-4113,1479,8388607,-232394
-3764,1674,8388607,-232283
-2797,1731,8388607,-232302
-1147,1591,8388607,-232299
894,1247,8388607,-232278
2906,778,8388607,-231921
4731,290,8388607,-231531
6368,-247,8388607,-231280
7511,-857,8388607,-231551
8084,-1343,8388607,-231715
8124,-1679,8388607,-231999
7749,-1937,8388607,-232131
6851,-2053,8388607,-232387
5283,-1862,8388607,-232443
3173,-1479,8388607,-232421
1021,-1070,8388607,-232252
-797,-652,8388607,-232257
-2420,-84,8388607,-232197
-3644,586,8388607,-232232
-4222,1132,8388607,-232232
-4181,1412,8388607,-232345
-3765,1510,8388607,-232410
-2812,1549,8388607,-232134
-1225,1453,8388607,-231616
793,1144,8388607,-231561
2827,668,8388607,-231836
4624,168,8388607,-232026
6238,-380,8388607,-231861
7463,-951,8388607,-231777
8029,-1404,8388607,-231701
8040,-1756,8388607,-231701
7718,-2052,8388607,-231716
6819,-2184,8388607,-231741
5214,-2059,8388607,-231548
3030,-1676,8388607,-231480
946,-1224,8388607,-231507
-883,-741,8388607,-231786
-2520,-64,8388607,-231916
-3680,494,8388607,-231951
-4260,894,8388607,-231713
-4307,1186,8388607,-231740
-3977,1378,8388607,-231921
-3083,1500,8388607,-232092
-1526,1418,8388607,-232042
508,1140,8388607,-231897
2521,748,8388607,-231902
4287,215,8388607,-231796
5939,-434,8388607,-231521
7143,-1049,8388607,-231326
7681,-1471,8388607,-231189
7695,-1746,8388607,-231297
7400,-1959,8388607,-231730
6545,-2127,8388607,-232124
4976,-2025,8388607,-232189
2851,-1665,8388607,-232529
762,-1195,8388607,-232761
-1108,-699,8388607,-233004
-2769,-106,8388607,-232837
-3986,465,8388607,-232991
-4586,872,8388607,-232861
-4610,1204,8388607,-232824
-4267,1478,8388607,-232944
-3444,1621,8388607,-232894
-1888,1470,8388607,-232630
121,1124,8388607,-232626
2125,675,8388607,-232559
3972,238,8388607,-232459
5652,-327,8388607,-232451
6986,-891,8388607,-232439
7566,-1296,8388607,-232290
7469,-1599,8388607,-232294
7148,-1868,8388607,-232394
6261,-2025,8388607,-232629
4606,-1957,8388607,-232770
2452,-1614,8388607,-232862
387,-1119,8388607,-232577
-1375,-524,8388607,-232466
-2957,71,8388607,-232377
-4162,606,8388607,-232551
-4747,1041,8388607,-232445
-4756,1373,8388607,-232058
-4535,1627,8388607,-231631
-3727,1784,8388607,-231524
-2196,1686,8388607,-231137
-123,1323,8388607,-230986
1916,883,8388607,-230764
3641,459,8388607,-230716
5236,-93,8388607,-230812
6504,-675,8388607,-231029
7188,-1141,8388607,-231198
7254,-1484,8388607,-231742
6990,-1761,8388607,-231859
6231,-1912,8388607,-232109
4741,-1820,8388607,-232526
2624,-1449,8388607,-233012
531,-950,8388607,-232915
-1268,-479,8388607,-232943
-2901,56,8388607,-232749
-4213,664,8388607,-232769
-4901,1136,8388607,-232867
-4871,1478,8388607,-232806
-4582,1721,8388607,-232401
-3699,1804,8388607,-232461
-2188,1696,8388607,-232208
-181,1403,8388607,-231974
1851,953,8388607,-231768
3706,504,8388607,-231537
5390,-44,8388607,-231255
6679,-663,8388607,-231289
7404,-1214,8388607,-231124
7530,-1471,8388607,-231176
7293,-1612,8388607,-231229
6521,-1721,8388607,-231352
5059,-1608,8388607,-231491
3026,-1371,8388607,-231658
856,-961,8388607,-231802
-962,-462,8388607,-231704
-2607,33,8388607,-231424
-3844,586,8388607,-231724
-4485,1094,8388607,-231663
-4527,1391,8388607,-231569
-4220,1594,8388607,-231580
-3376,1779,8388607,-231989
-1878,1689,8388607,-232279
158,1435,8388607,-232507
2218,989,8388607,-232592
4009,478,8388607,-232562
5723,-112,8388607,-232496
7067,-709,8388607,-232623
7733,-1114,8388607,-232429
7887,-1434,8388607,-232474
7676,-1692,8388607,-232628
6943,-1860,8388607,-232537
5477,-1771,8388607,-232619
3438,-1403,8388607,-232632
1293,-917,8388607,-232326
-519,-472,8388607,-232286
-2217,53,8388607,-232159
-3559,665,8388607,-232233
-4270,1129,8388607,-232272
-4323,1466,8388607,-232216
-3934,1720,8388607,-231992
-3137,1855,8388607,-232048
-1760,1756,8388607,-231882
233,1445,8388607,-231806
2266,1004,8388607,-231830
4109,543,8388607,-231939
5820,-47,8388607,-231879
7124,-581,8388607,-231734
7833,-992,8388607,-231766
7940,-1304,8388607,-232084
7744,-1571,8388607,-231998
6999,-1738,8388607,-231586
5554,-1614,8388607,-231449
3530,-1294,8388607,-231445
1388,-889,8388607,-231336
-502,-427,8388607,-231491
-2233,133,8388607,-231516
-3581,696,8388607,-231577
-4262,1171,8388607,-231212
-4342,1521,8388607,-231059
-4103,1851,8388607,-230956
-3315,1981,8388607,-230951
-1932,1895,8388607,-231103
21,1601,8388607,-231144
2127,1165,8388607,-230941
3958,706,8388607,-230730
5639,171,8388607,-230646
6984,-413,8388607,-230847
7703,-853,8388607,-230954
7863,-1191,8388607,-231293
7691,-1475,8388607,-231494
6950,-1638,8388607,-231431
5518,-1569,8388607,-231280
3511,-1267,8388607,-231494
1356,-837,8388607,-231652
-516,-367,8388607,-231819
-2172,152,8388607,-231634
-3516,751,8388607,-231491
-4265,1282,8388607,-231286
-4377,1692,8388607,-231254
-4126,1881,8388607,-231136
-3412,1993,8388607,-231531
-1979,1940,8388607,-231707
-14,1676,8388607,-231721
2088,1204,8388607,-231641
3916,744,8388607,-231976
5553,228,8388607,-231954
6929,-380,8388607,-231971
7730,-887,8388607,-231864
7885,-1274,8388607,-232096
7651,-1570,8388607,-232331
6968,-1761,8388607,-232594
5584,-1720,8388607,-232602
3594,-1388,8388607,-232722
1503,-998,8388607,-232890
-389,-507,8388607,-233054
-2071,121,8388607,-232726
-3465,705,8388607,-232668
-4274,1282,8388607,-232699
-4424,1696,8388607,-232787
-4145,1909,8388607,-232679
-3386,2017,8388607,-232611
-2026,1886,8388607,-232429
-74,1487,8388607,-232405
2061,1051,8388607,-232496
3862,659,8388607,-232698
5569,125,8388607,-232777
6976,-451,8388607,-232680
7808,-953,8388607,-232494
7954,-1283,8388607,-232488
7791,-1530,8388607,-232540
7104,-1716,8388607,-233009
5800,-1727,8388607,-233088
3836,-1468,8388607,-233174
1691,-1002,8388607,-233023
-264,-511,8388607,-233221
-2043,63,8388607,-233122
-3417,614,8388607,-232910
-4177,1076,8388607,-232493
-4326,1446,8388607,-232484
-4117,1688,8388607,-232682
-3372,1919,8388607,-232839
-2057,1896,8388607,-232503
-136,1610,8388607,-232193
2026,1091,8388607,-232049
3866,618,8388607,-231803
5521,168,8388607,-231514
6926,-410,8388607,-231669
7730,-891,8388607,-231954
7968,-1256,8388607,-232521
7821,-1543,8388607,-232881
7203,-1729,8388607,-233113
5943,-1715,8388607,-232954
3985,-1427,8388607,-233008
1832,-1030,8388607,-232668
-56,-674,8388607,-232492
-1752,-136,8388607,-232497
-3117,474,8388607,-232476
-3846,1001,8388607,-232171
-4099,1379,8388607,-231819
-3989,1644,8388607,-231553
-3354,1815,8388607,-231202
-2199,1808,8388607,-230926
-326,1548,8388607,-230906
1816,1088,8388607,-230954
3782,609,8388607,-231098
5511,136,8388607,-231194
6938,-469,8388607,-231427
7792,-1022,8388607,-231576
7957,-1361,8388607,-231634
7806,-1601,8388607,-231761
7181,-1746,8388607,-232349
5914,-1712,8388607,-232499
3973,-1466,8388607,-232774
1827,-1069,8388607,-232828
-88,-649,8388607,-232946
-1774,-174,8388607,-233189
-3204,423,8388607,-233354
-4059,978,8388607,-232987
-4246,1397,8388607,-232673
-4096,1637,8388607,-232381
-3419,1806,8388607,-232337
-2100,1766,8388607,-232081
-172,1519,8388607,-232066
1891,1127,8388607,-232196
3756,611,8388607,-232252
5484,108,8388607,-232140
6917,-533,8388607,-232384
7819,-1103,8388607,-232531
8046,-1504,8388607,-232952
7873,-1745,8388607,-233046
7211,-1734,8388607,-233111
5929,-1627,8388607,-233107
4026,-1364,8388607,-233326
1873,-1024,8388607,-233295
-100,-584,8388607,-233227
-1824,-37,8388607,-232929
-3200,539,8388607,-232678
-4081,1051,8388607,-232215
-4327,1414,8388607,-232074
-4084,1657,8388607,-231883
-3460,1808,8388607,-231651
-2220,1831,8388607,-231344
-382,1578,8388607,-231169
1764,1136,8388607,-231241
3647,669,8388607,-231402
5354,148,8388607,-231176
6816,-447,8388607,-231125
7746,-962,8388607,-231236
7973,-1362,8388607,-231688
7795,-1657,8388607,-231961
7215,-1885,8388607,-232407
5999,-1882,8388607,-232555
4051,-1570,8388607,-232559
1856,-1120,8388607,-232542
-84,-620,8388607,-232684
-1784,-77,8388607,-232702
-3242,529,8388607,-232636
-4183,1018,8388607,-232346
-4485,1421,8388607,-232591
-4241,1649,8388607,-232367
-3547,1750,8388607,-232270
-2352,1760,8388607,-232064
-529,1593,8388607,-232140
1605,1156,8388607,-232264
3471,704,8388607,-232609
5212,184,8388607,-232630
6679,-436,8388607,-232535
7589,-958,8388607,-232410
7856,-1302,8388607,-232726
7666,-1594,8388607,-233078
7105,-1799,8388607,-233291
5924,-1832,8388607,-233489
4084,-1599,8388607,-233917
1899,-1182,8388607,-234002
-113,-640,8388607,-233853
-1884,-102,8388607,-233351
-3320,441,8388607,-233021
-4254,938,8388607,-232972
-4572,1328,8388607,-232862
-4369,1572,8388607,-232532
-3748,1731,8388607,-232380
-2608,1740,8388607,-232176
-715,1515,8388607,-232086
1411,1093,8388607,-232067
3286,612,8388607,-232222
5016,114,8388607,-232302
6554,-459,8388607,-232319
7483,-993,8388607,-232232
7789,-1371,8388607,-232353
7638,-1621,8388607,-232246
7119,-1799,8388607,-232536
5957,-1809,8388607,-232607
4069,-1574,8388607,-232591
1901,-1184,8388607,-232361
-11,-720,8388607,-232132
-1842,-160,8388607,-232137
-3349,459,8388607,-232425
-4269,984,8388607,-232062
-4532,1319,8388607,-231714
-4431,1557,8388607,-231561
-3868,1743,8388607,-231658
-2593,1713,8388607,-231625
-740,1466,8388607,-231454
1319,1073,8388607,-231304
3271,641,8388607,-231616
4959,178,8388607,-231627
6354,-400,8388607,-231522
7181,-892,8388607,-231654
7503,-1242,8388607,-231707
7461,-1496,8388607,-231524
7044,-1814,8388607,-231710
5909,-1901,8388607,-231776
4101,-1617,8388607,-231732
1957,-1181,8388607,-231704
-32,-741,8388607,-231849
-1791,-229,8388607,-231859
-3411,409,8388607,-231914
-4394,948,8388607,-231821
-4681,1332,8388607,-232063
-4491,1558,8388607,-232121
-3946,1731,8388607,-232036
-2826,1754,8388607,-231884
-1063,1554,8388607,-231994
1093,1211,8388607,-232072
3086,734,8388607,-232219
4826,240,8388607,-231986
6319,-371,8388607,-232024
7311,-913,8388607,-232103
7644,-1306,8388607,-232250
7538,-1564,8388607,-232136
7083,-1754,8388607,-232087
5904,-1794,8388607,-232242
4087,-1648,8388607,-232477
1953,-1246,8388607,-232436
-73,-758,8388607,-232374
-1886,-199,8388607,-232314
-3383,375,8388607,-232519
-4326,874,8388607,-232562
-4663,1309,8388607,-232811
-4521,1593,8388607,-232682
-4030,1771,8388607,-232426
-2907,1775,8388607,-232466
-1101,1505,8388607,-232594
1029,1154,8388607,-232424
3009,718,8388607,-232536
4723,244,8388607,-232563
6239,-354,8388607,-232476
7229,-904,8388607,-232584
7553,-1276,8388607,-232859
7441,-1545,8388607,-232852
6949,-1781,8388607,-232661
5933,-1892,8388607,-232267
4144,-1684,8388607,-232231
1983,-1272,8388607,-232225
-38,-797,8388607,-232336
-1759,-282,8388607,-232324
-3322,327,8388607,-232211
-4346,839,8388607,-232249
-4687,1288,8388607,-232347
-4547,1568,8388607,-232251
-4046,1787,8388607,-232151
-2941,1806,8388607,-232186
-1236,1594,8388607,-232192
865,1259,8388607,-232095
2818,814,8388607,-232112
4584,276,8388607,-232131
6200,-376,8388607,-232323
7243,-925,8388607,-232336
7598,-1294,8388607,-232294
7554,-1548,8388607,-232408
7076,-1757,8388607,-232685
5985,-1853,8388607,-232819
4264,-1661,8388607,-232842
